,Recipe_name,Protein,Carbs,Fat
1383,Black Bean and Butternut Squash Chili,63.6 g,221.25 g,29.06 g
1384,Pasta e Fagioli (Pasta and Beans),64.73 g,230.05 g,74.06 g
1385,Tofu Bánh Mì,88.99 g,201.36 g,131.58 g
1386,Moosewood’s Classic Tofu Burgers,166.91 g,108.07 g,215.9 g
1387,Beef and Chinese Broccoli Chow Fun Recipe,127.79 g,432.09 g,139.84 g
1388,Sara's Green Harissa,5.17 g,24.8 g,162.85 g
1389,Black Bean Tostadas,102.05 g,538.95 g,113.14 g
1390,Quinoa Fried ‘Rice’,82.5 g,226.38 g,156.54 g
1391,Phat Phrik Khing With Tofu and Long Beans (Thai Dry-Curry Stir-Fry) Recipe,80.34 g,179.92 g,82.62 g
1392,Corn and Coconut Salad,26.28 g,185.69 g,40.05 g
1393,Crêpes with Chicken and Morels,106.42 g,116.25 g,173.88 g
1394,French in a Flash: Campanelle with Eggplant Caviar Recipe,76.47 g,416.03 g,85.99 g
1395,Apple-Chestnut Cornbread Stuffing,55.26 g,424.43 g,86.48 g
1396,Wet Bean Burritos,136.76 g,434.28 g,68.66 g
1397,Cook the Book: Pan-Roasted Striped Bass with Tunisian Chickpea Salad and Yogurt Sauce,236.43 g,225.35 g,203.05 g
1398,"Scooped: Kaffir Lime, Ginger, Star Anise Sorbet Recipe",7.39 g,242.33 g,2.83 g
1399,A Sweet Potato Burrito Packs Your Morning with Power,27.38 g,237.56 g,30.22 g
1400,Sun Dried Tomato Yumballs,95.79 g,135.95 g,117.94 g
1401,Red Minestrone from 'Stewed',36.43 g,179.27 g,77.9 g
1402,Healthy & Delicious: West African Vegetable Stew Recipe,47.57 g,291.86 g,27.71 g
1403,Recipe: Roasted Sweet Potato Slices with Cilantro Pesto,39.8 g,229.88 g,151.44 g
1404,Mother-in-Law's Signature Kimchi from 'The Kimchi Cookbook',89.53 g,150.15 g,20.36 g
1405,"'Clean Start': Polenta Pizzas with Kale, Chard, and Parsley Pesto Recipe",64.97 g,448.84 g,180.1 g
1406,Old School French Onion Soup Gratinée,187.25 g,102.14 g,200.92 g
1407,Recipe: Braised Coconut Spinach & Chickpeas with Lemon,57.94 g,161.09 g,108.55 g
1408,"Gluten-Free Tuesday: Dairy-Free, Egg-Free Coconut-Pumpkin Pie Recipe",19.46 g,343.44 g,141.52 g
1409,Recipe: Socca Flatbread with Spring Pesto and Salad,85.66 g,170.49 g,285.1 g
1410,"Braised Chickpeas and Vegetables with Couscous, Harissa Yogurt, and Soft Eggs from 'Flour, Too'",118.52 g,330.85 g,107.74 g
1411,Veggie Masala Burgers with Cilantro Chutney Aioli,78.08 g,362.33 g,365.09 g
1412,Curry Noodles With Chicken (Kuai-Tiao Kaeng Sai Kai) From 'Simple Thai Food',219.17 g,398.38 g,298.2 g
1413,"Crispy Fried Spinach with Tomato, Onion, Tamarind, and Yogurt Recipe",39.75 g,149.57 g,124.56 g
1414,Sweet Potato–Chickpea-Quinoa Burgers,122.26 g,381.65 g,275.06 g
1415,Vegan S'mores,6.55 g,59.48 g,27.17 g
1416,Vegan Chocolate Frosting | Vegan Chocolate | Vegetarian Chocolate,6.93 g,227.99 g,35.67 g
1417,Vegan Candy | Vegan Chocolate | Vegetarian Chocolate,77.84 g,299.39 g,211.54 g
1418,Vegan Thanksgiving Sandwich,34.66 g,41.97 g,24.09 g
1419,Vegan BLT,26.6 g,57.13 g,55.22 g
1420,Vegan Campfire Smores,26.2 g,237.91 g,108.67 g
1421,Vegan Chocolate Ganache,8.48 g,114.52 g,95.53 g
1422,White Pizza {Vegan},72.6 g,279.01 g,87.99 g
1423,Vegan Rice Krispie Squares,9.04 g,118.65 g,35.72 g
1424,Vegan Spinach Balls,76.78 g,159.24 g,103.72 g
1425,the best vegan cheesecake,63.31 g,346.83 g,174.07 g
1426,Vegan Spaghetti,170.62 g,530.82 g,117.23 g
1427,VEGAN COLESLAW,10.9 g,28.5 g,38.95 g
1428,Vegan Eggnog,12.5 g,61.52 g,6.74 g
1429,Vegan Stuffing,48.86 g,255.15 g,102.43 g
1430,Gluten-free vegan hashbrowns,80.01 g,561.1 g,457.19 g
1431,Vegan Ranch Dressing,4.9 g,13.07 g,93.73 g
1432,Smoked Vegan Mac and Cheese,144.9 g,405.77 g,142.12 g
1433,Vegan Eclairs,24.67 g,231.46 g,65.08 g
1434,Vegan Beer Brats,315.1 g,112.22 g,86.61 g
1435,Joey's Vegan Cream Cheese Frosting,15.39 g,115.03 g,88.13 g
1436,Vegan Chocolate Pie,19.81 g,275.17 g,73.25 g
1437,Vegan Eggplant Lasagna,47.9 g,97.41 g,28.47 g
1438,Vegan Cheese Pumpkin,117.38 g,147.3 g,248.45 g
1439,Vegan Coconut Caramel,4.63 g,54.29 g,77.54 g
1440,Vegan Cheesy Corn Casserole recipes,42.68 g,350.4 g,179.88 g
1441,Vegan Pigs in a Blanket,25.87 g,26.58 g,72.29 g
1442,Pretzel Dipping Sauces {Vegetarian/Vegan},5.53 g,38.17 g,30.82 g
1443,{Vegan} Homemade Peanut Butter Cups,34.86 g,156.24 g,112.15 g
1444,Vegan Vanilla Pudding recipes,3.6 g,162.64 g,33.81 g
1445,Vegan Garlic Butter,10.0 g,5.68 g,114.04 g
1446,Vegan Strawberry Freezer Pie,12.81 g,146.64 g,56.35 g
1447,Mushroom Stroganoff {Vegan},18.16 g,39.22 g,64.8 g
1448,Vegan Pumpkin Pie Cheesecake,53.69 g,369.5 g,218.47 g
1449,Vegan Cherry Pie recipes,87.4 g,1168.14 g,445.86 g
1450,Vegan Jalapeno Poppers,21.44 g,93.99 g,63.25 g
1451,Easy Vegan Artichoke Dip,12.61 g,24.05 g,60.55 g
1452,Vegan Tiramisu,17.4 g,89.84 g,80.29 g
1453,Vegan Creamed Spinach,36.05 g,57.08 g,38.48 g
1454,Vegan Aioli,10.34 g,20.64 g,38.41 g
1455,Vegan Toffee Squares recipes,37.17 g,459.92 g,196.03 g
1456,Vegan Cheese Enchiladas,86.0 g,180.46 g,97.22 g
1457,Vegan vegetable pizza,48.03 g,106.56 g,47.69 g
1458,Fancy Vegan Sausage Rolls,40.01 g,27.86 g,97.86 g
1459,NO-BAKE VEGAN CHEESECAKE,9.43 g,152.64 g,150.35 g
1460,Vegan “Egg” Mayo,38.26 g,12.77 g,49.9 g
1461,Butternut Squash and Spinach Lasagna (Vegan),114.38 g,356.37 g,130.93 g
1462,Vegan Baileys Truffles,16.69 g,137.19 g,298.32 g
1463,Vegan Mocha Latte,5.27 g,17.74 g,43.43 g
1464,Vegan Eggnog Martini,1.32 g,11.41 g,1.27 g
1465,"Vegan Sausage, Kale, Dijon & Sesame Ba",32.25 g,64.16 g,22.55 g
1466,Vegan Tiramisu,5.78 g,30.64 g,40.05 g
1467,Vegan Kale Pesto Gnocchi,40.87 g,187.62 g,41.62 g
1468,Vegan Apple Betty,16.14 g,360.76 g,60.46 g
1469,Vegan Russian Dressing,28.43 g,199.03 g,78.89 g
1470,Vegan Cream Cheese Frosting,7.3 g,246.7 g,84.86 g
1471,Fries Supreme Vegan recipes,73.88 g,138.47 g,106.78 g
1472,Vegan Creamed Spinach Phyllo Tart,37.19 g,110.15 g,134.27 g
1473,Vegan Pecan Pie,39.45 g,316.43 g,215.21 g
1474,Vegan Pizza Snacks,85.06 g,73.15 g,89.7 g
1475,Vegan Peppermint Patties,14.54 g,544.16 g,129.8 g
1476,Unbelievable Vegan Mashed Potatoes,23.17 g,144.98 g,35.42 g
1477,Vegan Sweet Noodle Kugel,83.08 g,340.35 g,162.71 g
1478,Vegan Champagne Truffles,36.43 g,187.43 g,149.5 g
1479,Animal-Style Patty Melts (Vegan),70.0 g,50.08 g,167.2 g
1480,Vegan Kale Caesar Salad,18.09 g,31.38 g,9.93 g
1481,Vegan Gravy,2.71 g,39.3 g,13.89 g
1482,Vegan Chocolate Gingerbread Bourbon Balls,47.1 g,482.04 g,216.53 g
1483,Vegan Cheesecake,81.6 g,408.57 g,249.34 g
1484,Vegan Pecan Crusted Toffee Bites,55.15 g,401.71 g,518.46 g
1485,Vegan French Onion Dip,26.35 g,71.65 g,38.96 g
1486,Vegan Jambalaya,75.39 g,241.05 g,53.46 g
1487,Vegan Chanterelle Quiche,43.26 g,200.51 g,30.65 g
1488,Vegan BLT Sandwich,21.41 g,32.94 g,51.84 g
1489,Vegan Grits,3.98 g,41.13 g,28.01 g
1490,Ultimate Loaded Grilled Vegan BLT,46.21 g,92.01 g,60.29 g
1491,Vegan Spaghetti,53.89 g,268.55 g,54.49 g
1492,Vegan Herb Butter,0.73 g,1.97 g,109.17 g
1493,Vegan Sabzi Polow,80.49 g,533.39 g,49.0 g
1494,Vegan Caesar Dressing,3.69 g,7.89 g,174.62 g
1495,Frosted Vegan Cinnamon Rolls,23.15 g,531.0 g,68.82 g
1496,Vegan Scallops with King Oyster Mushrooms,16.08 g,37.24 g,86.97 g
1497,Vegan Coleslaw,12.89 g,49.08 g,58.2 g
1498,Vegan Meatball Bahn Mi,315.67 g,284.3 g,149.4 g
1499,Vegan-friendly Chocolate Bites,27.1 g,176.27 g,136.12 g
1500,Strawberry Rhubarb Jam {Vegan},2.48 g,155.82 g,22.73 g
1501,Vegan Cafe Corn Chowder,27.46 g,269.14 g,100.24 g
1502,Easy Vegan Brownies,39.69 g,294.28 g,191.92 g
1503,Zesty Vegan Italian Casserole,81.37 g,88.44 g,166.22 g
1504,Strawberry Rhubarb Jam {Vegan},2.48 g,155.82 g,22.73 g
1505,Vegan Macaroni Salad,30.26 g,177.35 g,66.65 g
1506,Vegan Parmesan-Crusted Cauliflower Wings,56.28 g,65.62 g,90.77 g
1507,Vegan Spice Cake,34.4 g,551.66 g,193.42 g
1508,Fudgy Vegan Brownies,28.65 g,364.77 g,168.68 g
1509,Vegan Spinach Pinwheels recipes,44.84 g,59.62 g,60.33 g
1510,Vegan Noodle Kugel recipes,60.29 g,469.33 g,108.76 g
1511,Strawberry Rhubarb Jam {Vegan},2.48 g,155.82 g,22.73 g
1512,Vegan Cafe Corn Chowder,27.46 g,269.14 g,100.24 g
1513,Easy Vegan Brownies,39.69 g,294.28 g,191.92 g
1514,Zesty Vegan Italian Casserole,81.37 g,88.44 g,166.22 g
1515,Strawberry Rhubarb Jam {Vegan},2.48 g,155.82 g,22.73 g
1516,Vegan Macaroni Salad,30.26 g,177.35 g,66.65 g
1517,Vegan Parmesan-Crusted Cauliflower Wings,56.28 g,65.62 g,90.77 g
1518,Vegan Spice Cake,34.4 g,551.66 g,193.42 g
1519,Fudgy Vegan Brownies,28.65 g,364.77 g,168.68 g
1520,Vegan Spinach Pinwheels recipes,44.84 g,59.62 g,60.33 g
1521,Vegan Noodle Kugel recipes,60.29 g,469.33 g,108.76 g
